sample_id,sample_labid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,fat,drit,hn_rtpcr,rt_rtpcr_assay,rt_rtpcr,lft,test_centre,diagnostic_result,diag_notes,ngs_sampleid,ngs_runid,ngs_rundate,ngs_country,ngs_location,ngs_submission,ngs_platform,illumina_platform,nanopore_platform,ngs_analysis_type,ngs_merged_from,ngs_flowcell,ngs_library_type,primer_scheme,ngs_barcode,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genomecov_depthx200,Genbank_accession,consensus_version,unmasked_consensus_coverage,consensus_coverage,consensus_fasta,ngs_notes
Rab14/010,SUB7008,Nov16_tvla,SUB7008,,Brain,PBSwash,,Negative,,,,na,Negative,TVLA;APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/011,SUB7009,Nov16_tvla,SUB7009,,Brain,PBSwash,,Negative,,,,No ct,Negative,TVLA;APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/012,SUB7010,Nov16_tvla,SUB7010,,Brain,PBSwash,,Negative,,,,na,Negative,TVLA;APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/013,SUB7011,Nov16_tvla,SUB7011,,Brain,PBSwash,,Positive,,,,35.38,,TVLA;APHA,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/014,SUB7012,Nov16_tvla,SUB7012,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/017,SUB7013,Nov16_tvla,SUB7013,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/018,SUB7014,Nov16_tvla,SUB7014,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/019,SUB7015,Nov16_tvla,SUB7015,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/020,SUB7016,Nov16_tvla,SUB7016,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/021,SUB7017,Nov16_tvla,SUB7017,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/023,SUB7018,Nov16_tvla,SUB7018,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/025,SUB7019,Nov16_tvla,SUB7019,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/026,SUB7020,Nov16_tvla,SUB7020,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/027,SUB7021,Nov16_tvla,SUB7021,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/028,SUB7022,Nov16_tvla,SUB7022,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/029,SUB7023,Nov16_tvla,SUB7023,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/030,SUB7024,Nov16_tvla,SUB7024,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/033,SUB7025,Nov16_tvla,SUB7025,,Brain,PBSwash,,Positive,,,,32.63,,TVLA;APHA,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/035,SUB7026,Nov16_tvla,SUB7026,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/037,SUB7027,Nov16_tvla,SUB7027,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/040,SUB7028,Nov16_tvla,SUB7028,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/041,SUB7029,Nov16_tvla,SUB7029,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/042,SUB7030,Nov16_tvla,SUB7030,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/043,SUB7031,Nov16_tvla,SUB7031,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/044,SUB7032,Nov16_tvla,SUB7032,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/046,SUB7033,Nov16_tvla,SUB7033,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/048,SUB7034,Nov16_tvla,SUB7034,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/056,SUB7035,Nov16_tvla,SUB7035,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/058,SUB7036,Nov16_tvla,SUB7036,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/060,SUB7037,Nov16_tvla,SUB7037,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/061,SUB7038,Nov16_tvla,SUB7038,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/062,SUB7039,Nov16_tvla,SUB7039,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/064,SUB7040,Nov16_tvla,SUB7040,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/065,SUB7041,Nov16_tvla,SUB7041,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/066,SUB7042,Nov16_tvla,SUB7042,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/067,SUB7043,Nov16_tvla,SUB7043,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/068,SUB7044,Nov16_tvla,SUB7044,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/069,SUB7045,Nov16_tvla,SUB7045,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/070,SUB7046,Nov16_tvla,SUB7046,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/071,SUB7047,Nov16_tvla,SUB7047,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/072,SUB7048,Nov16_tvla,SUB7048,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/093,SUB7049,Nov16_tvla,SUB7049,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/094,SUB7050,Nov16_tvla,SUB7050,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/096,SUB7051,Nov16_tvla,SUB7051,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/097,SUB7052,Nov16_tvla,SUB7052,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/098,SUB7053,Nov16_tvla,SUB7053,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/100,SUB7054,Nov16_tvla,SUB7054,,Brain,PBSwash,,Negative,,,,No ct,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/101,SUB7055,Nov16_tvla,SUB7055,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/103,SUB7056,Nov16_tvla,SUB7056,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/104,SUB7057,Nov16_tvla,SUB7057,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/107,SUB7058,Nov16_tvla,SUB7058,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/113,SUB7059,Nov16_tvla,SUB7059,,Brain,PBSwash,,Positive,,,,no ct,,TVLA;APHA,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab14/114,SUB7060,Nov16_tvla,SUB7060,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/019,SUB7061,Nov16_tvla,SUB7061,,Brain,PBSwash,,Positive,,,SYBR,20.95,,TVLA;APHA,positive,,,rabv_tryps,20-Nov-20,,,,,,,,,FAM94318,amplicon,,NB07,,,,,,,,,,,,,,,,0,,
Rab15/020,SUB7062,Nov16_tvla,SUB7062,,Brain,PBSwash,,Positive,,,,21.45,,TVLA;APHA,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/022,SUB7063,Nov16_tvla,SUB7063,,Brain,PBSwash,,Positive,,,,19.21,,TVLA;APHA,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/023,SUB7064,Nov16_tvla,SUB7064,,Brain,PBSwash,,Positive,,,,27.95,,TVLA;APHA,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/030,SUB7065,Nov16_tvla,SUB7065,,Brain,PBSwash,,Negative,,,,No ct,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/031,SUB7066,Nov16_tvla,SUB7066,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/035,SUB7067,Nov16_tvla,SUB7067,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/051,SUB7068,Nov16_tvla,SUB7068,,Brain,PBSwash,,Positive,,,,35.63,,TVLA;APHA,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/054,SUB7069,Nov16_tvla,SUB7069,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/088,SUB7070,Nov16_tvla,SUB7070,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/093,SUB7071,Nov16_tvla,SUB7071,,Brain,PBSwash,,Positive,,,,no ct,,TVLA;APHA,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/094,SUB7072,Nov16_tvla,SUB7072,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/119,SUB7073,Nov16_tvla,SUB7073,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/120,SUB7074,Nov16_tvla,SUB7074,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/121,SUB7075,Nov16_tvla,SUB7075,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/122,SUB7076,Nov16_tvla,SUB7076,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/123,SUB7077,Nov16_tvla,SUB7077,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/124,SUB7078,Nov16_tvla,SUB7078,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/126,SUB7079,Nov16_tvla,SUB7079,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/127,SUB7080,Nov16_tvla,SUB7080,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/135,SUB7089,Nov16_tvla,SUB7089,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/147,SUB7081,Nov16_tvla,SUB7081,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/149,SUB7082,Nov16_tvla,SUB7082,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/150,SUB7083,Nov16_tvla,SUB7083,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/152,SUB7084,Nov16_tvla,SUB7084,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/153,SUB7085,Nov16_tvla,SUB7085,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/154,SUB7086,Nov16_tvla,SUB7086,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab15/159,SUB7088,Nov16_tvla,SUB7088,,Brain,PBSwash,,Negative,,,,na,,TVLA;APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab37/11(D11-374)1688,SUB1688,11-May,SUB1688,,Brain,,,,,Neg,,,,APHA;CDC TRAINING,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab38/11(D11-375(2))1689,SUB1689,11-May,SUB1689,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab39/11(D11-376)1690,SUB1690,11-May,SUB1690,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab4/11(D11-178A)1657,RV2781,11-May,SUB1657,RV2781,Brain,,,,,Pos1,,,,APHA;CVL,Positive,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab42/11(D11-555)1693,SUB1693,11-May,SUB1693,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab43/11(D11-555)1694,SUB1694,11-May,SUB1694,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab44/11(D11-555)1695,NA,11-May,SUB1695,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab45/11(D11-132)1696,SUB1696,11-May,SUB1696,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab46/11(D10/36)1697,SUB1697,11-May,SUB1697,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab47/11(M/2010/825)1698,SUB1698,11-May,SUB1698,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab6/11(D11-199)1659,NA,11-May,SUB1659,,Brain,,,,,Neg,,,,APHA;CVL,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab7/11(D11-209)1660,NA,11-May,SUB1660,,Brain,,,,,Neg,,,,APHA;CVL;CDC TRAINING,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab8/11(D11-236/M2011/10)1661,NA,11-May,SUB1661,,Brain,,,,,Neg,,,,APHA;CVL;CDC TRAINING,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab86(D10-317/PM/155)virology86(1640),RV2769,11-May,SUB1640,RV2769,Brain,,,,,Pos2,,,,APHA;CVL,Positive,,,, ,,,,,,,single_run,,,,,,,,,,,,,,,,,,,,,,,
Rab93(D10-1240)1644,RV2773,11-May,SUB1644,RV2773,Brain,,,,,Pos1,,,,APHA;CVL,Positive,,RV2773,,,,,,illumina merge,,,merged,miseq3;nextseq_dec14,NA,metagenomic,,N704/S503,14257991,9212,104,,,,,,,,,,KR906745,best,,0,,
Rab95(D10-1292)1646,NA,11-May,SUB1646,,Brain,,,,,Neg,,,,APHA;CVL,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rab98(D10-1430),NA,,,,,,,,,,,,,CVL,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAM0103,NA,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUNG0103,NA,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV1013,NA,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV853,NA,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,NA,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/014-PLL1,NA,,,,,,,,,,,,,OP,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/015-PLL5,NA,,,,,,,,,,,,,OP,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPLESD234,NA,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD/06/12/08x3RV315,NA,2010,SUB315,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD0103,NA,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD0104,NA,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD0204,NA,,,,Salivary gland,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD04/2009RV316,NA,2010,SUB316,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD05/2009(x2)ROBM/05/009RV314,NA,2010,SUB314,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD0604,NA,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD0704,NA,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD0804,NA,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD0904,NA,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD1004,NA,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD100RV269),NA,2010,SUB269,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD101RV287,NA,2010,SUB287,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD102/08RV265,NA,2010,SUB265,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD103/08,NA,2010,SUB258,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD104RV282,NA,2010,SUB282,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD105/08RV280,NA,2010,SUB280,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD106/08RV266,NA,2010,SUB266,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD107/08RV281,NA,2010,SUB281,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD1104RV310,NA,2010,SUB310,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD112RV261(2484),RV2484,2009,SUB261,RV2484,Brain,,,,,Pos1,,,,APHA,Positive,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
SD115RV262(2485),RV2485,2009,SUB262,RV2485,Brain,,,,,Pos1,,,,APHA,Positive,,RV2485,,,,,,illumina merge,,,merged,miseq6;miseq7,NA,metagenomic,,,151176,422,8.218715904,4.731572814,8,0,29,11772,9100,226,0,,KY210221,best,,76.32307305,,
SD117/08RV271,NA,2010,SUB271,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD1204,NA,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD121/09RV270(2489),RV2489,2009,SUB270,RV2489,Brain,,,,,Pos1,,,,APHA,Positive,,RV2489,,,,,,illumina merge,,,merged,miseq6;miseq7,NA,metagenomic,,,1340446,1570,32.33310969,13.29370316,30,2,82,11924,11913,10289,0,,KY210222,best,,99.91612849,,
SD122/09RV279,NA,2010,SUB279,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD123/09RV273,NA,2010,SUB273,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD124B/08(butthisshouldhavebeen125!)RV272,NA,2010,SUB272,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD126RV283,NA,2010,SUB283,,Brain,,,,,Neg,,,,APHA,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD127(previouslylistedasSD126B)-serialno42virology71,NA,,,,,,,,,,,,,APHA;CVL,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD127(somemistake?),NA,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SD128serial43,pathology72",NA,,,,,,,,,,,,,APHA;CVL,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD129serialno44virology73,NA,,,,,,,,,,,,,APHA;CVL,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD1304/SD11,NA,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD130serialno45virology74,NA,,,,,,,,,,,,,APHA;CVL,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD131serialno46virology75,NA,,,,,,,,,,,,,APHA;CVL,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD132serialno47virology76,NA,,,,,,,,,,,,,APHA;CVL,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD133&134serialno.4849pathology7778,NA,,,,,,,,,,,,,APHA;CVL,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD135serialno50virology79,NA,,,,,,,,,,,,,APHA;CVL,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD136serialno51virology80,NA,,,,,,,,,,,,,APHA;CVL,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD137serialno52virology81,NA,,,,,,,,,,,,,APHA;CVL,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sd138serialno53virology82,NA,,,,,,,,,,,,,APHA;CVL,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sd139serialno54virology83,NA,,,,,,,,,,,,,APHA;CVL,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD1404/SD10,NA,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sd140serialno55virology84,NA,,,,,,,,,,,,,APHA;CVL,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD142(Rab12/11)1664,SUB1664,11-May,SUB1664,,Brain,,,,,Neg,,32.23,,APHA;CVL,Negative,,SUB1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD143(Rab13/11),NA,,,,,,,,,,,,,CVL,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD145(rab15/11)1666,NA,11-May,SUB1666,,Brain,,,,,Neg,,,,APHA;CVL,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD147(Rab17/11)1668,RV2786,11-May,SUB1668,RV2786,Brain,,,,,Pos1,,,,APHA;CVL,Positive,,RV2786,,,,,,illumina merge,,,merged,miseq3;nextseq_dec14,NA,metagenomic,,N706/S504,15706254,10705,108,,,,,,,,,,,,,0,,
